NOME,CATEGORIA,GRUPO,ESFERA,CRIAÇÃO,ATO LEGAL,ULTIMA ATUALIZAÇÃO,CODUC,ÓRGÃO GESTOR
ÁREA DE RELEVANTE INTERESSE ECOLÓGICA ILHA AMEIXAL,Área de Relevante Interesse Ecológico,US,federal,"1985",Decreto nº 91889 de 05/09/1985,27/09/2007,0000.00.0036,Instituto Chico Mendes de Conservação da Biodiversidade
ÁREA DE RELEVANTE INTERESSE ECOLÓGICO DA SERRA DO TIGRE,Área de Relevante Interesse Ecológico,US,estadual,"1990",Decreto nº 7.456 de 28/11/1990,18/03/2016,0000.41.0544,Instituto Ambiental do Paraná
ÁREA DE RELEVANTE INTERESSE ECOLÓGICA SERRA DA ABELHA,Área de Relevante Interesse Ecológico,US,federal,"1996",Decreto nº S/N de 29/05/1996,02/02/2011,0000.00.0045,Instituto Chico Mendes de Conservação da Biodiversidade
ARIE CRULS,Área de Relevante Interesse Ecológico,US,estadual,"2008",Decreto nº 29.651 de 29/10/2008,18/08/2017,0000.53.1658,Instituto do Meio Ambiente e dos Recursos Hídricos do Distrito Federal - Brasília Ambiental - DF
ÁREA DE RELEVANTE INTERESSE ECOLÓGICO DO SÍTIO CURIÓ,Área de Relevante Interesse Ecológico,US,estadual,"2006",Decreto nº 28.333 de 31/07/2006,15/02/2016,0000.23.1932,Secretaria do Meio Ambiente do Ceará
ÁREA DE RELEVANTE INTERESSE ECOLÓGICO SERRA BONITA DE ADELANDIA,Área de Relevante Interesse Ecológico,US,municipal,"2017",Decreto nº 050/2017 de 07/07/2017,18/02/2018,0015.52.3608,Prefeitura Municipal de Adelândia - GO
ÁREA DE RELEVANTE INTERESSE ECOLÓGICA PÉ-DE-GIGANTE,Área de Relevante Interesse Ecológico,US,federal,"1990",Decreto nº 99275 de 06/06/1990,27/04/2010,0000.00.0032,Instituto Chico Mendes de Conservação da Biodiversidade
ÁREA DE RELEVANTE INTERESSE ECOLóGICO DE GOIAMUNDUBA,Área de Relevante Interesse Ecológico,US,estadual,"2002",Decreto nº 23833 de 29/12/2002,24/08/2012,0000.25.2330,Superintendência de Administração do Meio Ambiente da Paraíba
RESERVA BIOLÓGICA DO CERRADÃO,Área de Relevante Interesse Ecológico,US,estadual,"1998",Decreto nº 19213 de 07/05/1998,18/08/2017,0000.53.1647,Instituto do Meio Ambiente e dos Recursos Hídricos do Distrito Federal - Brasília Ambiental - DF
ARIE DO GUARá,Área de Relevante Interesse Ecológico,US,estadual,"2008",Decreto nº 53.527 de 09/10/2008,22/09/2015,0000.35.1725,Fundação para Conservação e a Produção Florestal do Estado de São Paulo
ARIE PARQUE JK,Área de Relevante Interesse Ecológico,US,estadual,"1996",Lei ordinária nº 1.002 de 11/01/1996,18/08/2017,0000.53.1642,Instituto do Meio Ambiente e dos Recursos Hídricos do Distrito Federal - Brasília Ambiental - DF
ÁREA DE RELEVANTE INTERESSE ECOLóGICO DO DEGREDO,Área de Relevante Interesse Ecológico,US,municipal,"2002",Lei ordinária nº 2322 de 05/12/2002,10/01/2012,0320.32.2054,Secretaria Municipal de Meio Ambiente e Recursos Hidricos Naturais de Linhares - ES
ARIE DA VILA ESTRUTURAL,Área de Relevante Interesse Ecológico,US,estadual,"2007",Decreto nº 28.081 de 02/07/2007,18/08/2017,0000.53.1651,Instituto do Meio Ambiente e dos Recursos Hídricos do Distrito Federal - Brasília Ambiental - DF
ÁREA DE RELEVANTE INTERESSE ECOLÓGICO DA BARRA DO RIO CAMARATUBA,Área de Relevante Interesse Ecológico,US,municipal,"1998",Lei complementar nº 001/98 de 22/05/1998,18/03/2009,0930.25.1727,Prefeitura de Mataraca - PB
ARIE DOM BOSCO,Área de Relevante Interesse Ecológico,US,estadual,"2000",Decreto nº 21224 de 29/05/2000,18/08/2017,0000.53.1648,Instituto do Meio Ambiente e dos Recursos Hídricos do Distrito Federal - Brasília Ambiental - DF
ARIE DE SãO CONRADO,Área de Relevante Interesse Ecológico,US,municipal,"2003",Lei ordinária nº 3693 de 05/12/2003,17/11/2010,0455.33.1826,Secretaria Municipal de Conservação e Meio Ambiente do Rio de Janeiro - RJ
ÁREA DE RELEVANTE INTERESSE ECOLÓGICO NASCENTE DO RIO DE CONTAS,Área de Relevante Interesse Ecológico,US,estadual,"2001",Decreto nº 7.968 de 06/06/2001,19/07/2012,0000.29.0298,Secretaria do Meio Ambiente da Bahia
ÁREA DE RELEVANTE INTERESSE ECOLÓGICA FLORESTA DA CICUTA,Área de Relevante Interesse Ecológico,US,federal,"1985",Decreto nº 90792 de 09/01/1985,27/09/2007,0000.00.0035,Instituto Chico Mendes de Conservação da Biodiversidade
ÁREA DE RELEVANTE INTERESSE ECOLÓGICO JAPIIM PENTECOSTE,Área de Relevante Interesse Ecológico,US,estadual,"2009",Decreto nº 4365 de 07/07/2009,28/04/2011,0000.12.1983,Secretaria de Estado de Meio Ambiente do Acre
ÁREA DE RELEVANTE INTERESSE ECOLÓGICO IPOJUCA-MEREPE,Área de Relevante Interesse Ecológico,US,estadual,"2014",Decreto nº 41.405/14 de 30/12/2014,24/04/2018,0000.26.3316,Agência Estadual do Meio Ambiente de Pernambuco
ARIE SANTUÁRIO DE VIDA SILVESTRE DO RIACHO FUNDO,Área de Relevante Interesse Ecológico,US,estadual,"1988",Decreto nº 11138 de 20/06/1988,18/08/2017,0000.53.1645,Instituto do Meio Ambiente e dos Recursos Hídricos do Distrito Federal - Brasília Ambiental - DF
ÁREA DE RELEVANTE INTERESSE ECOLÓGICO DO LAGO DOS BURITIS,Área de Relevante Interesse Ecológico,US,municipal,"2017",Decreto nº 13.668/17 de 29/09/2017,21/11/2017,0910.52.3584,Secretaria Municipal de Meio Ambiente Cidadania e Costumes de Goiatuba - GO
ÁREA DE RELEVANTE INTERESSE ECOLÓGICO ÁGUAS DE SÃO JOÃO,Área de Relevante Interesse Ecológico,US,estadual,"2000",Decreto nº 5.182 de 16/03/2000,06/08/2009,0000.52.1752,Secretaria Estadual do Meio Ambiente e dos Recursos Hídricos de Goiás
ESTAÇÃO ECOLÓGICA ITABERÁ,Estação Ecológica,PI,estadual,"1957",Decreto nº 29881 de 12/10/1957,29/09/2017,0000.35.0821,Fundação para Conservação e a Produção Florestal do Estado de São Paulo
ESTAÇÃO ECOLÓGICA MICO LEÃO PRETO,Estação Ecológica,PI,federal,"2002",Decreto nº S/N de 17/07/2002,27/04/2011,0000.00.0073,Instituto Chico Mendes de Conservação da Biodiversidade
ESTAçãO ECOLóGICA ESTADUAL ARATINGA,Estação Ecológica,PI,estadual,"1997",Decreto nº 37.345 de 14/04/1997,20/04/2011,0000.43.1995,Secretaria do Ambiente e Desenvolvimento Sustentável do Rio Grande do Sul - RS
ESTAçãO ECOLóGICA DE AVARé,Estação Ecológica,PI,estadual,"2010",Decreto nº 56.616 de 29/12/2010,11/10/2017,0000.35.2606,Instituto Florestal da Secretaria do Meio Ambiente do Estado de São Paulo - SP
ESTAÇÃO ECOLÓGICA DE PAULO DE FARIA,Estação Ecológica,PI,estadual,"1981",Decreto nº 17724 de 24/09/1981,29/09/2017,0000.35.0807,Fundação para Conservação e a Produção Florestal do Estado de São Paulo
ESTAÇÃO ECOLÓGICA DE CORUMBÁ,Estação Ecológica,PI,estadual,"1964",Decreto nº 16580 de 24/09/1964,23/09/2014,0000.31.0366,Instituto Estadual de Florestas de Minas Gerais
ESTAÇÃO ECOLÓGICA JATAÍ,Estação Ecológica,PI,estadual,"1982",Decreto nº 18.997 de 16/06/1982,15/02/2018,0000.35.0808,Fundação para Conservação e a Produção Florestal do Estado de São Paulo
ESTAÇÃO ECOLÓGICA DE MURICI,Estação Ecológica,PI,federal,"2001",Decreto nº S/N de 29/05/2001,27/09/2007,0000.00.0059,Instituto Chico Mendes de Conservação da Biodiversidade
ESTAçãO ECOLóGICA DE MARíLIA,Estação Ecológica,PI,estadual,"2010",Decreto nº 56.561 de 29/12/2010,11/10/2017,0000.35.2605,Instituto Florestal da Secretaria do Meio Ambiente do Estado de São Paulo - SP
ESTAÇÃO ECOLÓGICA DO TRIPUÍ,Estação Ecológica,PI,estadual,"1978",Decreto nº 19157 de 25/04/1978,23/09/2013,0000.31.0367,Instituto Estadual de Florestas de Minas Gerais
ESTAçãO ECOLóGICA DE SANTA BáRBARA,Estação Ecológica,PI,estadual,"1984",Decreto nº 22.337 de 08/06/1984,11/10/2017,0000.35.2699,Instituto Florestal da Secretaria do Meio Ambiente do Estado de São Paulo - SP
ESTAçãO ECOLóGICA DO CAIUá,Estação Ecológica,PI,estadual,"1994",Decreto nº 4263 de 21/11/1994,09/05/2018,0000.41.3047,Instituto Ambiental do Paraná
ESTACAO ECOLOGICA SERRA GERAL DO TOCANTINS,Estação Ecológica,PI,federal,"2001",Decreto nº 0001 de 28/09/2001,02/04/2018,0000.00.0076,Instituto Chico Mendes de Conservação da Biodiversidade
ESTAÇÃO ECOLÓGICA IBICATU,Estação Ecológica,PI,estadual,"1958",Decreto nº 33261 de 30/07/1958,29/09/2017,0000.35.0819,Fundação para Conservação e a Produção Florestal do Estado de São Paulo
ESTAÇÃO ECOLÓGICA DE NIQUIÁ,Estação Ecológica,PI,federal,"1985",Decreto nº 91306 de 03/06/1985,02/02/2016,0000.00.0060,Instituto Chico Mendes de Conservação da Biodiversidade
ESTAÇÃO ECOLÓGICA FERNANDES PINHEIRO,Estação Ecológica,PI,estadual,"2001",Decreto nº 4230 de 06/06/2001,24/03/2016,0000.41.0516,Instituto Ambiental do Paraná
ESTAÇÃO ECOLÓGICA DE JUTAÍ-SOLIMÕES,Estação Ecológica,PI,federal,"1983",Decreto nº 88541 de 21/07/1983,11/02/2016,0000.00.0056,Instituto Chico Mendes de Conservação da Biodiversidade
ESTAçãO ECOLóGICA DE MOGI-GUAçU,Estação Ecológica,PI,estadual,"1984",Decreto nº 22336 de 08/06/1984,11/10/2017,0000.35.2617,Instituto Florestal da Secretaria do Meio Ambiente do Estado de São Paulo - SP
ESTAçãO ECOLóGICA BRáULIO GUEDES DA SILVA,Estação Ecológica,PI,municipal,"2017",Lei ordinária nº 11471 de 06/01/2017,21/02/2017,5220.35.3474,"Secretaria do Meio Ambiente, Parques e Jardins - Prefeitura de Sorocaba - SP"
ESTAÇÃO ECOLÓGICA BANANAL,Estação Ecológica,PI,estadual,"1964",Decreto nº 43193 de 04/04/1964,27/07/2018,0000.35.0820,Fundação para Conservação e a Produção Florestal do Estado de São Paulo
ESTAÇÃO ECOLÓGICA RIO DOS TOUROS,Estação Ecológica,PI,estadual,"2001",Decreto nº 4229 de 06/06/2001,18/12/2007,0000.41.0515,Instituto Ambiental do Paraná
ESTAÇÃO ECOLÓGICA DO RIO PRETO,Estação Ecológica,PI,estadual,"2005",Decreto nº 9.441 de 07/06/2005,11/11/2014,0000.29.0898,Secretaria do Meio Ambiente da Bahia
ESTAÇÃO ECOLÓGICA DO GRÃO PARÁ,Estação Ecológica,PI,estadual,"2006",Decreto nº 2609 de 07/12/2006,16/02/2016,0000.15.1034,Instituto de Desenvolvimento Florestal e da Biodiversidade do Pará
ESTAÇÃO ECOLÓGICA DE IQUÊ,Estação Ecológica,PI,federal,"1981",Decreto nº 86061 de 03/06/1981,27/04/2011,0000.00.0055,Instituto Chico Mendes de Conservação da Biodiversidade
ESTAÇÃO ECOLÓGICA DO TAIM,Estação Ecológica,PI,federal,"1986",Decreto nº 92963 de 21/07/1986,27/09/2007,0000.00.0070,Instituto Chico Mendes de Conservação da Biodiversidade
ESTAÇÃO ECOLÓGICA ESTADUAL DE GUAXINDIBA,Estação Ecológica,PI,estadual,"2002",Decreto nº 32.576 de 31/12/2002,24/02/2014,0000.33.1481,Instituto Estadual do Ambiente do Rio de Janeiro
ESTAÇÃO ECOLÓGICA DE CARIJÓS,Estação Ecológica,PI,federal,"1987",Decreto nº 94656 de 20/07/1987,27/09/2007,0000.00.0052,Instituto Chico Mendes de Conservação da Biodiversidade
ESTAÇÃO ECOLÓGICA DE ARACURI-ESMERALDA,Estação Ecológica,PI,federal,"1981",Decreto nº 86061 de 02/06/1981,29/11/2007,0000.00.0050,Instituto Chico Mendes de Conservação da Biodiversidade
ESTAÇÃO ECOLÓGICA DO SERIDÓ,Estação Ecológica,PI,federal,"1982",Decreto nº 87222 de 31/05/1982,27/09/2007,0000.00.0069,Instituto Chico Mendes de Conservação da Biodiversidade
ESTAÇÃO ECOLÓGICA DE SAGARANA,Estação Ecológica,PI,estadual,"2003",Decreto nº S/Nº de 22/10/2003,03/09/2009,0000.31.0417,Instituto Estadual de Florestas de Minas Gerais
ESTAÇÃO ECOLÓGICA DE TAMOIOS,Estação Ecológica,PI,federal,"1990",Decreto nº 98864 de 23/01/1990,25/07/2012,0000.00.0063,Instituto Chico Mendes de Conservação da Biodiversidade
ESTAÇÃO ECOLÓGICA DE AIUABA,Estação Ecológica,PI,federal,"2001",Decreto nº s/n de 06/02/2001,27/09/2007,0000.00.0048,Instituto Chico Mendes de Conservação da Biodiversidade
ESTAçãO ECOLóGICA RIO FLOR DO PRADO,Estação Ecológica,PI,estadual,"2003",Decreto nº 2.124 de 09/12/2003,22/08/2010,0000.51.1919,Secretaria de Estado do Meio Ambiente de Mato Grosso
ESTAÇÃO ECOLÓGICA DE ITAPETI,Estação Ecológica,PI,estadual,"1952",Decreto nº 21363-D de 02/05/1952,29/09/2017,0000.35.0910,Fundação para Conservação e a Produção Florestal do Estado de São Paulo
ESTAÇÃO ECOLÓGICA DO BARREIRO RICO,Estação Ecológica,PI,estadual,"2006",Decreto nº 51.381 de 20/12/2006,29/09/2017,0000.35.1672,Fundação para Conservação e a Produção Florestal do Estado de São Paulo
ESTAÇÃO ECOLÓGICA DOS CAETETUS,Estação Ecológica,PI,estadual,"1976",Decreto nº 8.346 de 10/08/1976,30/01/2018,0000.35.0857,Fundação para Conservação e a Produção Florestal do Estado de São Paulo
ESTAÇÃO ECOLÓGICA DOS TUPINIQUINS,Estação Ecológica,PI,federal,"1986",Decreto nº 92964 de 21/07/1986,27/09/2007,0000.00.0071,Instituto Chico Mendes de Conservação da Biodiversidade
ESTAÇÃO ECOLÓGICA VALINHOS,Estação Ecológica,PI,estadual,"1966",Decreto nº 45.967-D de 29/01/1966,29/09/2017,0000.35.0863,Fundação para Conservação e a Produção Florestal do Estado de São Paulo
ESTAÇÃO ECOLÓGICA DE ÁGUAS EMENDADAS,Estação Ecológica,PI,estadual,"1968",Decreto nº 771 de 13/08/1968,18/08/2017,0000.53.1634,Instituto do Meio Ambiente e dos Recursos Hídricos do Distrito Federal - Brasília Ambiental - DF
ESTAçãO ECOLóGICA DE SANTA MARIA,Estação Ecológica,PI,estadual,"1985",Decreto nº 23.792 de 14/08/1985,11/10/2017,0000.35.2697,Instituto Florestal da Secretaria do Meio Ambiente do Estado de São Paulo - SP
ESTAÇÃO ECOLÓGICA MATA DOS AUSENTES,Estação Ecológica,PI,estadual,"1974",Decreto nº 16580 de 24/09/1974,29/08/2012,0000.31.0363,Instituto Estadual de Florestas de Minas Gerais
ESTAÇÃO ECOLÓGICA DE XITUÉ,Estação Ecológica,PI,estadual,"1957",Decreto nº 28153 de 24/04/1957,28/08/2018,0000.35.0911,Fundação para Conservação e a Produção Florestal do Estado de São Paulo
ESTAçãO ECOLóGICA ALTO MAUéS,Estação Ecológica,PI,federal,"2014",Decreto nº sem número de 17/10/2014,05/02/2016,0000.00.3131,Instituto Chico Mendes de Conservação da Biodiversidade
ESTAÇÃO ECOLÓGICA DO JARDIM BOTÂNICO,Estação Ecológica,PI,estadual,"1992",Decreto nº 14422 de 27/11/1992,18/08/2017,0000.53.1654,Instituto do Meio Ambiente e dos Recursos Hídricos do Distrito Federal - Brasília Ambiental - DF
ESTAÇÃO ECOLÓGICA DE MARACÁ,Estação Ecológica,PI,federal,"1981",Decreto nº 86061 de 04/06/1981,01/02/2016,0000.00.0057,Instituto Chico Mendes de Conservação da Biodiversidade
ESTAçãO ECOLóGICA VEREDAS DE TAQUARUSSU,Estação Ecológica,PI,municipal,"2017",Decreto nº 038/2017 de 27/03/2017,16/08/2017,0797.50.3546,Secretaria de Meio Ambiente e Turismo de Taquarussu - MS
ESTAçãO ECOLóGICA DO SíTIO RANGEDOR,Estação Ecológica,PI,estadual,"2005",Decreto nº 21.797 de 15/12/2005,04/03/2011,0000.21.1891,Secretaria de Estado de Meio Ambiente e Recursos Naturais do Maranhão
ESTAÇÃO ECOLÓGICA MUNICIPAL DO PIRAJIBU,Estação Ecológica,PI,municipal,"2015",Decreto nº 22023 de 29/10/2015,05/04/2016,5220.35.3249,"Secretaria do Meio Ambiente, Parques e Jardins - Prefeitura de Sorocaba - SP"
ESTAÇÃO ECOLÓGICA DO CASTANHÃO,Estação Ecológica,PI,federal,"2001",Decreto nº S/N de 28/09/2001,27/09/2007,0000.00.0066,Instituto Chico Mendes de Conservação da Biodiversidade
ESTAÇÃO ECOLÓGICA DO CERCADINHO,Estação Ecológica,PI,estadual,"2006",Lei ordinária nº 15979 de 14/01/2006,03/09/2009,0000.31.0936,Instituto Estadual de Florestas de Minas Gerais
ESTAÇÃO ECOLÓGICA SAMUEL,Estação Ecológica,PI,estadual,"1989",Decreto nº 4227 de 17/07/1989,25/02/2016,0000.11.0764,Secretaria de Estado do Desenvolvimento Ambiental de Rondônia
ESTAÇÃO ECOLÓGICA DE BAURU,Estação Ecológica,PI,estadual,"1961",Decreto nº 38.424 de 07/05/1961,29/09/2017,0000.35.0909,Fundação para Conservação e a Produção Florestal do Estado de São Paulo
ESTAÇÃO ECOLÓGICA DE MARACÁ JIPIOCA,Estação Ecológica,PI,federal,"1981",Decreto nº 86061 de 04/06/1981,16/02/2016,0000.00.0058,Instituto Chico Mendes de Conservação da Biodiversidade
ESTAçãO ECOLóGICA DE ANGATUBA,Estação Ecológica,PI,estadual,"1985",Decreto nº 23.790 de 14/08/1985,11/10/2017,0000.35.2936,Instituto Florestal da Secretaria do Meio Ambiente do Estado de São Paulo - SP
ESTAÇÃO ECOLÓGICA SERRA DA CANOA,Estação Ecológica,PI,estadual,"2012",Decreto nº Decreto N° 38.133/12 de 27/04/2012,14/03/2016,0000.26.3312,Agência Estadual do Meio Ambiente de Pernambuco
ESTAçãO ECOLóGICA DO RIO ROOSEVELT,Estação Ecológica,PI,estadual,"1997",Decreto nº 1.798 de 04/11/1997,30/12/2015,0000.51.1899,Secretaria de Estado do Meio Ambiente de Mato Grosso
ESTAÇÃO ECOLÓGICA DE CAETÉS,Estação Ecológica,PI,estadual,"1987",Lei ordinária nº 9.989 de 13/01/1987,12/01/2016,0000.26.0964,Agência Estadual do Meio Ambiente de Pernambuco
ESTAÇÃO ECOLÓGICA DO PÉCEM,Estação Ecológica,PI,estadual,"2012",Decreto nº 30.895 de 25/04/2012,15/02/2016,0000.23.0952,Secretaria do Meio Ambiente do Ceará
ESTAÇÃO ECOLOGICA BITA E UTINGA,Estação Ecológica,PI,estadual,"2012",Decreto nº 38.261/2012 de 05/06/2012,15/03/2016,0000.26.3314,Agência Estadual do Meio Ambiente de Pernambuco
ESTAÇÃO ECOLÓGICA DE MATA PRETA,Estação Ecológica,PI,federal,"2005",Decreto nº S/N de 20/10/2005,29/11/2007,0000.00.0261,Instituto Chico Mendes de Conservação da Biodiversidade
ESTAÇÃO ECOLÓGICA DA ILHA DO MEL,Estação Ecológica,PI,estadual,"1982",Decreto nº 5.454 de 21/09/1982,19/12/2007,0000.41.0528,Instituto Ambiental do Paraná
ESTAÇÃO ECOLÓGICA DE PIRAPITINGA,Estação Ecológica,PI,federal,"1987",Decreto nº 94656 de 20/07/1987,29/11/2007,0000.00.0061,Instituto Chico Mendes de Conservação da Biodiversidade
ESTAÇÃO ECOLÓGICA DE ITAPEVA,Estação Ecológica,PI,estadual,"1985",Decreto nº 23.791 de 14/08/1985,11/10/2017,0000.35.2666,Instituto Florestal da Secretaria do Meio Ambiente do Estado de São Paulo - SP
ESTAÇÃO ECOLÓGICA GOVERNADOR MARIO COVAS,Estação Ecológica,PI,municipal,"2015",Lei ordinária nº 11234 de 12/12/2015,05/04/2016,5220.35.3250,"Secretaria do Meio Ambiente, Parques e Jardins - Prefeitura de Sorocaba - SP"
ESTAçãO ECOLóGICA DO RIO RONURO,Estação Ecológica,PI,estadual,"1998",Decreto nº 2.207 de 23/04/1998,25/11/2015,0000.51.0451,Secretaria de Estado do Meio Ambiente de Mato Grosso
ESTAÇÃO ECOLÓGICA  DE ARÊDES,Estação Ecológica,PI,estadual,"2010",Decreto nº 45397 de 14/06/2010,19/06/2012,0000.31.2611,Instituto Estadual de Florestas de Minas Gerais
ESTAÇÃO ECOLÓGICA DE GUARAQUEÇABA,Estação Ecológica,PI,federal,"1982",Decreto nº 87.222 de 01/06/1982,31/05/2011,0000.00.0054,Instituto Chico Mendes de Conservação da Biodiversidade
ESTAÇÃO ECOLÓGICA ESTADUAL WENCESLAU GUIMARÃES,Estação Ecológica,PI,estadual,"1997",Decreto nº 6.228 de 22/02/1997,12/11/2014,0000.29.0294,Secretaria do Meio Ambiente da Bahia
ESTAÇÃO ECOLÓGICA DA TERRA DO MEIO,Estação Ecológica,PI,federal,"2005",Decreto nº sem número de 17/02/2005,01/02/2016,0000.00.0047,Instituto Chico Mendes de Conservação da Biodiversidade
ESTAÇÃO ECOLÓGICA JUAMI-JAPURÁ,Estação Ecológica,PI,federal,"1985",Decreto nº 91307 de 03/06/1985,11/02/2016,0000.00.0072,Instituto Chico Mendes de Conservação da Biodiversidade
ESTAÇÃO ECOLÓGICA MATA DO JACARÉ,Estação Ecológica,PI,estadual,"1961",Decreto nº 38.957 de 26/08/1961,15/02/2018,0000.35.0818,Fundação para Conservação e a Produção Florestal do Estado de São Paulo
ESTAÇÃO ECOLÓGICA DO JARI,Estação Ecológica,PI,federal,"1982",Decreto nº 87092 de 12/04/1982,01/02/2016,0000.00.0067,Instituto Chico Mendes de Conservação da Biodiversidade
ESTAçãO ECOLóGICA DE PARANAPANEMA,Estação Ecológica,PI,estadual,"1993",Decreto nº 37.538 de 28/09/1993,11/10/2017,0000.35.2669,Instituto Florestal da Secretaria do Meio Ambiente do Estado de São Paulo - SP
ESTAçãO ECOLóGICA MUNICIPAL ILHA DO LAMEIRãO,Estação Ecológica,PI,municipal,"1986",Lei ordinária nº 3326 de 30/05/1986,20/07/2012,0530.32.2647,Secretaria Municipal de Meio Ambiente da Prefeitura Municipal de Vitória - ES
ESTAÇÃO ECOLÓGICA DA SERRA DAS ARARAS,Estação Ecológica,PI,federal,"1982",Decreto nº 87222 de 31/05/1982,02/04/2018,0000.00.0075,Instituto Chico Mendes de Conservação da Biodiversidade
ESTAÇÃO ECOLÓGICA SERRA DOS TRÊS IRMÃOS,Estação Ecológica,PI,estadual,"1990",Decreto nº 4584 de 28/03/1990,11/02/2016,0000.11.0768,Secretaria de Estado do Desenvolvimento Ambiental de Rondônia
ESTAçãO ECOLóGICA DE ASSIS,Estação Ecológica,PI,estadual,"1992",Decreto nº 35.697 de 22/09/1992,10/10/2017,0000.35.2935,Instituto Florestal da Secretaria do Meio Ambiente do Estado de São Paulo - SP
ESTAÇÃO ECOLÓGICA MAR DE ESPANHA,Estação Ecológica,PI,estadual,"1974",Decreto nº 16580 de 24/09/1974,03/09/2009,0000.31.0365,Instituto Estadual de Florestas de Minas Gerais
