NOMEUC;CODUC;PROCESSO;EMPREENDIMENTO;EMPREENDEDOR;DESTINACAO;APLICACAO;ACAODEST;ACAOAPL;REUNIAO;TIPO;DATA
ESTAÇÃO ECOLÓGICA JATAÍ;0000.35.0808;02001.005288/2013-57;GASODUTO DO BRASIL CENTRAL;TRANSPORTADORA DE GÁS DO BRASIL CENTRAL S.A - TGBC;25000;;0;;25;O;02/26/14
PARQUE ESTADUAL CARLOS BOTELHO;0000.35.0810;02001.003741/2013-91;DUPLICAÇÃO DA BR 116/SP - SERRA DO CAFEZAL;AUTOPISTA REGIS BITTENCOURT;610743,52;;0;;25;O;02/26/14
ESTAÇÃO ECOLÓGICA DE RIBEIRÃO PRETO;0000.35.0812;02001.005288/2013-57;GASODUTO DO BRASIL CENTRAL;TRANSPORTADORA DE GÁS DO BRASIL CENTRAL S.A - TGBC;25000;;0;;25;O;02/26/14
ESTAÇÃO ECOLÓGICA IBICATU;0000.35.0819;02001.005288/2013-57;GASODUTO DO BRASIL CENTRAL;TRANSPORTADORA DE GÁS DO BRASIL CENTRAL S.A - TGBC;25000;;0;;25;O;02/26/14
PARQUE ESTADUAL DE PORTO FERREIRA;0000.35.0823;02001.005288/2013-57;GASODUTO DO BRASIL CENTRAL;TRANSPORTADORA DE GÁS DO BRASIL CENTRAL S.A - TGBC;25000;;0;;25;O;02/26/14
PARQUE ESTADUAL DAS FURNAS DO BOM JESUS;0000.35.0825;02001.005288/2013-57;GASODUTO DO BRASIL CENTRAL;TRANSPORTADORA DE GÁS DO BRASIL CENTRAL S.A - TGBC;25000;;0;;25;O;02/26/14
PARQUE ESTADUAL DO JUQUERY;0000.35.0831;02001.005288/2013-57;GASODUTO DO BRASIL CENTRAL;TRANSPORTADORA DE GÁS DO BRASIL CENTRAL S.A - TGBC;25000;;0;;25;O;02/26/14
PARQUE ESTADUAL DOS MANANCIAIS DE CAMPOS DO JORDÃO;0000.35.0836;02001.005288/2013-57;GASODUTO DO BRASIL CENTRAL;TRANSPORTADORA DE GÁS DO BRASIL CENTRAL S.A - TGBC;25000;;0;;25;O;02/26/14
PARQUE ESTADUAL DA CANTAREIRA;0000.35.0844;02001.005288/2013-57;GASODUTO DO BRASIL CENTRAL;TRANSPORTADORA DE GÁS DO BRASIL CENTRAL S.A - TGBC;25000;;0;;25;O;02/26/14
PARQUE ESTADUAL DE VASSUNUNGA;0000.35.0853;02001.005288/2013-57;GASODUTO DO BRASIL CENTRAL;TRANSPORTADORA DE GÁS DO BRASIL CENTRAL S.A - TGBC;25000;;0;;25;O;02/26/14
PARQUE ESTADUAL DO JARAGUÁ;0000.35.0859;02001.005288/2013-57;GASODUTO DO BRASIL CENTRAL;TRANSPORTADORA DE GÁS DO BRASIL CENTRAL S.A - TGBC;25000;;0;;25;O;02/26/14
ESTAÇÃO ECOLÓGICA VALINHOS;0000.35.0863;02001.005288/2013-57;GASODUTO DO BRASIL CENTRAL;TRANSPORTADORA DE GÁS DO BRASIL CENTRAL S.A - TGBC;25000;;0;;25;O;02/26/14
PARQUE ESTADUAL ALTAMIRO DE MOURA PACHECO;0000.52.0899;02001.005288/2013-57;GASODUTO DO BRASIL CENTRAL;TRANSPORTADORA DE GÁS DO BRASIL CENTRAL S.A - TGBC;125000;;0;;25;O;02/26/14
ESTAÇÃO ECOLÓGICA DE BAURU;0000.35.0909;02001.005288/2013-57;GASODUTO DO BRASIL CENTRAL;TRANSPORTADORA DE GÁS DO BRASIL CENTRAL S.A - TGBC;25000;;0;;25;O;02/26/14
ESTAÇÃO ECOLÓGICA DE ITAPETI;0000.35.0910;02001.005288/2013-57;GASODUTO DO BRASIL CENTRAL;TRANSPORTADORA DE GÁS DO BRASIL CENTRAL S.A - TGBC;25000;;0;;25;O;02/26/14
PARQUE ESTADUAL DA ARA;0000.35.0913;02001.005288/2013-57;GASODUTO DO BRASIL CENTRAL;TRANSPORTADORA DE GÁS DO BRASIL CENTRAL S.A - TGBC;25000;;0;;25;O;02/26/14
REFÚGIO ESTADUAL DE VIDA SILVESTRE LIBÉLULAS DA SERRA DE SÃO JOSÉ;0000.31.0937;02001.005288/2013-57;GASODUTO DO BRASIL CENTRAL;TRANSPORTADORA DE GÁS DO BRASIL CENTRAL S.A - TGBC;150000;;0;;25;O;02/26/14
ESTAÇÃO ECOLÓGICA DE ÁGUAS EMENDADAS;0000.53.1634;02001.005288/2013-57;GASODUTO DO BRASIL CENTRAL;TRANSPORTADORA DE GÁS DO BRASIL CENTRAL S.A - TGBC;125000;;0;;25;O;02/26/14
RESERVA BIOLÓGICA DO CERRADÃO;0000.53.1647;02001.005288/2013-57;GASODUTO DO BRASIL CENTRAL;TRANSPORTADORA DE GÁS DO BRASIL CENTRAL S.A - TGBC;125000;;0;;25;O;02/26/14
ESTAÇÃO ECOLÓGICA DO JARDIM BOTÂNICO;0000.53.1654;02001.005288/2013-57;GASODUTO DO BRASIL CENTRAL;TRANSPORTADORA DE GÁS DO BRASIL CENTRAL S.A - TGBC;125000;;0;;25;O;02/26/14
RESERVA BIOLÓGICA DO GUARÁ;0000.53.1655;02001.005288/2013-57;GASODUTO DO BRASIL CENTRAL;TRANSPORTADORA DE GÁS DO BRASIL CENTRAL S.A - TGBC;125000;;0;;25;O;02/26/14
RESERVA BIOLÓGICA DO GAMA;0000.53.1656;02001.005288/2013-57;GASODUTO DO BRASIL CENTRAL;TRANSPORTADORA DE GÁS DO BRASIL CENTRAL S.A - TGBC;125000;;0;;25;O;02/26/14
ESTAÇÃO ECOLÓGICA DO BARREIRO RICO;0000.35.1672;02001.005288/2013-57;GASODUTO DO BRASIL CENTRAL;TRANSPORTADORA DE GÁS DO BRASIL CENTRAL S.A - TGBC;25000;;0;;25;O;02/26/14
PARQUE ESTADUAL INTERVALES;0000.35.1676;02001.003741/2013-91;DUPLICAÇÃO DA BR 116/SP - SERRA DO CAFEZAL;AUTOPISTA REGIS BITTENCOURT;610743,52;;0;;25;O;02/26/14
APA SERRA DO MAR;0000.35.1716;02001.003741/2013-91;DUPLICAÇÃO DA BR 116/SP - SERRA DO CAFEZAL;AUTOPISTA REGIS BITTENCOURT;610743,52;;0;;25;O;02/26/14
PARQUE ESTADUAL DA SERRA DE CALDAS NOVAS;0000.52.1738;02001.005288/2013-57;GASODUTO DO BRASIL CENTRAL;TRANSPORTADORA DE GÁS DO BRASIL CENTRAL S.A - TGBC;125000;;0;;25;O;02/26/14
PARQUE ESTADUAL DOS PIRINEUS;0000.52.1739;02001.005288/2013-57;GASODUTO DO BRASIL CENTRAL;TRANSPORTADORA DE GÁS DO BRASIL CENTRAL S.A - TGBC;125000;;0;;25;O;02/26/14
PARQUE ESTADUAL DE PARAÚNA;0000.52.1743;02001.005288/2013-57;GASODUTO DO BRASIL CENTRAL;TRANSPORTADORA DE GÁS DO BRASIL CENTRAL S.A - TGBC;125000;;0;;25;O;02/26/14
PARQUE ESTADUAL DO DESCOBERTO;0000.52.1746;02001.005288/2013-57;GASODUTO DO BRASIL CENTRAL;TRANSPORTADORA DE GÁS DO BRASIL CENTRAL S.A - TGBC;250000;;0;;25;O;02/26/14
PARQUE ESTADUAL DA MATA ATLÂNTICA;0000.52.1747;02001.005288/2013-57;GASODUTO DO BRASIL CENTRAL;TRANSPORTADORA DE GÁS DO BRASIL CENTRAL S.A - TGBC;125000;;0;;25;O;02/26/14
PARQUE ESTADUAL PAU FURADO;0000.31.1770;02001.005288/2013-57;GASODUTO DO BRASIL CENTRAL;TRANSPORTADORA DE GÁS DO BRASIL CENTRAL S.A - TGBC;150000;;0;;25;O;02/26/14
REFúGIO DE VIDA SILVESTRE DO RIO DOS FRADES;0000.00.1813;02001.004418/2007-96;AMPLIAÇÃO SIS PROD E ESCOAM PETRÓ E GÁS CAMPO GOLFINHO MÓD II CAMPO CANAPU B. ESPÍRITO SANTO;PETROBRAS;258620,68;;0;;25;O;02/26/14
REFúGIO DE VIDA SILVESTRE DE UNA;0000.00.1880;02001.004418/2007-96;AMPLIAÇÃO SIS PROD E ESCOAM PETRÓ E GÁS CAMPO GOLFINHO MÓD II CAMPO CANAPU B. ESPÍRITO SANTO;PETROBRAS;258620,68;;0;;25;O;02/26/14
REFÚGIO DE VIDA SILVESTRE DE SANTA CRUZ;0000.00.1911;02001.004418/2007-96;AMPLIAÇÃO SIS PROD E ESCOAM PETRÓ E GÁS CAMPO GOLFINHO MÓD II CAMPO CANAPU B. ESPÍRITO SANTO;PETROBRAS;258620,68;;0;;25;O;02/26/14
ÁREA DE PROTEÇÃO AMBIENTAL COSTA DAS ALGAS;0000.00.1912;02001.003524/2013-09;GASODUTO SUL NORTE CAPIXABA, BACIA DE CAMPOS E ESPÍRITO SANTO;PETROBRAS;;400000;;6;25;O;02/26/14
PARQUE ESTADUAL DE ITAPETINGA;0000.35.1965;02001.005288/2013-57;GASODUTO DO BRASIL CENTRAL;TRANSPORTADORA DE GÁS DO BRASIL CENTRAL S.A - TGBC;25000;;0;;25;O;02/26/14
PARQUE ESTADUAL DE ITABERABA;0000.35.1966;02001.005288/2013-57;GASODUTO DO BRASIL CENTRAL;TRANSPORTADORA DE GÁS DO BRASIL CENTRAL S.A - TGBC;25000;;0;;25;O;02/26/14
MONUMENTO NATURAL ESTADUAL DA PEDRA GRANDE;0000.35.1967;02001.005288/2013-57;GASODUTO DO BRASIL CENTRAL;TRANSPORTADORA DE GÁS DO BRASIL CENTRAL S.A - TGBC;25000;;0;;25;O;02/26/14
MONUMENTO NATURAL ESTADUAL DA PEDRA DO BAú;0000.35.1968;02001.005288/2013-57;GASODUTO DO BRASIL CENTRAL;TRANSPORTADORA DE GÁS DO BRASIL CENTRAL S.A - TGBC;25000;;0;;25;O;02/26/14
RESERVA BIOLóGICA DO MATO GRANDE;0000.43.1993;02001.002724/2007-98;BR-116 E BR-392 - PELOTAS /RS - RIO GRANDE/RS.;DNIT;;100000;;3;25;O;02/26/14
REFúGIO DE VIDA SILVESTRE MATA DE MIRITIBA;0000.26.2247;02001.003236/2013-46;"LT 230KV GARANHUNS - ANGELIM I; LT 500KV GARANHUNS - CAMPINA GRANDE - PAU FERRO - LUIZ GONZAGA";INTERLIGAÇÃO ELÉTRICA GARANHUNS S/A;100000;;0;;25;O;02/26/14
REFúGIO DE VIDA SILVESTRE MATA DA USINA SãO JOSé;0000.26.2254;02001.003236/2013-46;"LT 230KV GARANHUNS - ANGELIM I; LT 500KV GARANHUNS - CAMPINA GRANDE - PAU FERRO - LUIZ GONZAGA";INTERLIGAÇÃO ELÉTRICA GARANHUNS S/A;100000;;0;;25;O;02/26/14
PARQUE ESTADUAL DE PARACATU;0000.31.2329;02001.005288/2013-57;GASODUTO DO BRASIL CENTRAL;TRANSPORTADORA DE GÁS DO BRASIL CENTRAL S.A - TGBC;150000;;0;;25;O;02/26/14
PARQUE ESTADUAL ALBERTO LöFGREN;0000.35.2559;02001.005288/2013-57;GASODUTO DO BRASIL CENTRAL;TRANSPORTADORA DE GÁS DO BRASIL CENTRAL S.A - TGBC;25000;;0;;25;O;02/26/14
RESERVA BIOLóGICA DE ANDRADINA;0000.35.2589;02001.005288/2013-57;GASODUTO DO BRASIL CENTRAL;TRANSPORTADORA DE GÁS DO BRASIL CENTRAL S.A - TGBC;25000;;0;;25;O;02/26/14
ESTAçãO ECOLóGICA DE MOGI-GUAçU;0000.35.2617;02001.005288/2013-57;GASODUTO DO BRASIL CENTRAL;TRANSPORTADORA DE GÁS DO BRASIL CENTRAL S.A - TGBC;25000;;0;;25;O;02/26/14
ESTAçãO ECOLóGICA DO NOROESTE PAULISTA;0000.35.2672;02001.005288/2013-57;GASODUTO DO BRASIL CENTRAL;TRANSPORTADORA DE GÁS DO BRASIL CENTRAL S.A - TGBC;25000;;0;;25;O;02/26/14
ESTAçãO ECOLóGICA DE SANTA MARIA;0000.35.2697;02001.005288/2013-57;GASODUTO DO BRASIL CENTRAL;TRANSPORTADORA DE GÁS DO BRASIL CENTRAL S.A - TGBC;25000;;0;;25;O;02/26/14
ESTAÇÃO ECOLÓGICA DE ITIRAPINA;0000.35.2701;02001.005288/2013-57;GASODUTO DO BRASIL CENTRAL;TRANSPORTADORA DE GÁS DO BRASIL CENTRAL S.A - TGBC;25000;;0;;25;O;02/26/14
ÁREA DE PROTEÇÃO AMBIENTAL MUNICIPAL DO ARICÁ-AÇU;0340.51.2832;02001.001944/2013-42;LT PORTO VELHO-ARARAQUARA2-N°01 E ESTAÇÃOES RETIFICADORA CA/CC N°2 E INVERSORA CC/CA N°2;NORTE BRASIL TRANSMISSORA DE ENERGIA;;100000;;6;25;O;02/26/14
PARQUE ESTADUAL DAS FONTES DO IPIRANGA;0000.35.2867;02001.005288/2013-57;GASODUTO DO BRASIL CENTRAL;TRANSPORTADORA DE GÁS DO BRASIL CENTRAL S.A - TGBC;25000;;0;;25;O;02/26/14
MONUMENTO NATURAL DAS ILHAS CAGARRAS;0000.00.0034;02001.000838/2014-22;TESTE DE LONGA DURAÇÃO - POÇO 3 - ESP - 220- RJS - CONCESSÃO ESPADARTE - BACIA DE CAMPOS;PETROBRAS;136995,77;;0;;26;O;03/31/14
ESTAÇÃO ECOLÓGICA DE CARIJÓS;0000.00.0052;02001.000838/2014-22;TESTE DE LONGA DURAÇÃO - POÇO 3 - ESP - 220- RJS - CONCESSÃO ESPADARTE - BACIA DE CAMPOS;PETROBRAS;136995,77;;0;;26;O;03/31/14
ESTAÇÃO ECOLÓGICA DE GUARAQUEÇABA;0000.00.0054;02001.000838/2014-22;TESTE DE LONGA DURAÇÃO - POÇO 3 - ESP - 220- RJS - CONCESSÃO ESPADARTE - BACIA DE CAMPOS;PETROBRAS;136995,77;;0;;26;O;03/31/14
ESTAÇÃO ECOLÓGICA DE TAMOIOS;0000.00.0063;02001.000838/2014-22;TESTE DE LONGA DURAÇÃO - POÇO 3 - ESP - 220- RJS - CONCESSÃO ESPADARTE - BACIA DE CAMPOS;PETROBRAS;136995,77;;0;;26;O;03/31/14
ESTAÇÃO ECOLÓGICA DOS TUPINIQUINS;0000.00.0071;02001.000838/2014-22;TESTE DE LONGA DURAÇÃO - POÇO 3 - ESP - 220- RJS - CONCESSÃO ESPADARTE - BACIA DE CAMPOS;PETROBRAS;136995,77;;0;;26;O;03/31/14
PARQUE NACIONAL RESTINGA DE JURUBATIBA;0000.00.0141;02001.000838/2014-22;TESTE DE LONGA DURAÇÃO - POÇO 3 - ESP - 220- RJS - CONCESSÃO ESPADARTE - BACIA DE CAMPOS;PETROBRAS;136995,77;;0;;26;O;03/31/14
PARQUE NACIONAL DA SERRA DA BOCAINA;0000.00.0142;02001.000838/2014-22;TESTE DE LONGA DURAÇÃO - POÇO 3 - ESP - 220- RJS - CONCESSÃO ESPADARTE - BACIA DE CAMPOS;PETROBRAS;136995,77;;0;;26;O;03/31/14
PARQUE NACIONAL DE JERICOACOARA;0000.00.0162;02001.000569/2014-02;PROJ AMPLI SIST INJEÇÃO ÁGUA CAMPO UBARANA B.POTIGUAR;PETROBRAS;202624,25;;0;;26;O;03/31/14
PARQUE NACIONAL DE SAINT-HILAIRE/LANGE;0000.00.0164;02001.000838/2014-22;TESTE DE LONGA DURAÇÃO - POÇO 3 - ESP - 220- RJS - CONCESSÃO ESPADARTE - BACIA DE CAMPOS;PETROBRAS;136995,77;;0;;26;O;03/31/14
PARQUE NACIONAL DO DESCOBRIMENTO;0000.00.0171;02001.000263/2007-19;Gasoduto Cacimbas - Catu (GASCAC);TRANSPORTADORA ASSOCIADA DE GÁS S.A.;452512,01;;0;;26;O;03/31/14
PARQUE NACIONAL DO SUPERAGUI;0000.00.0178;02001.000838/2014-22;TESTE DE LONGA DURAÇÃO - POÇO 3 - ESP - 220- RJS - CONCESSÃO ESPADARTE - BACIA DE CAMPOS;PETROBRAS;136995,77;;0;;26;O;03/31/14
MONUMENTO NATURAL DOS PONTÕES CAPIXABAS;0000.00.0181;02001.000263/2007-19;Gasoduto Cacimbas - Catu (GASCAC);TRANSPORTADORA ASSOCIADA DE GÁS S.A.;452512,01;;0;;26;O;03/31/14
PARQUE NACIONAL DO MONTE PASCOAL;0000.00.0182;02001.000263/2007-19;Gasoduto Cacimbas - Catu (GASCAC);TRANSPORTADORA ASSOCIADA DE GÁS S.A.;452512,01;;0;;26;O;03/31/14
PARQUE NACIONAL DO MONTE PASCOAL;0000.00.0182;02001.000569/2014-02;PROJ AMPLI SIST INJEÇÃO ÁGUA CAMPO UBARANA B.POTIGUAR;PETROBRAS;202624,25;;0;;26;O;03/31/14
PARQUE NACIONAL MARINHO DOS ABROLHOS;0000.00.0185;02001.000263/2007-19;Gasoduto Cacimbas - Catu (GASCAC);TRANSPORTADORA ASSOCIADA DE GÁS S.A.;452512,01;;0;;26;O;03/31/14
PARQUE NACIONAL MARINHO DOS ABROLHOS;0000.00.0185;02001.000569/2014-02;PROJ AMPLI SIST INJEÇÃO ÁGUA CAMPO UBARANA B.POTIGUAR;PETROBRAS;202624,25;;0;;26;O;03/31/14
PARQUE NACIONAL MAR. DE FERNANDO DE NORONHA;0000.00.0186;02001.000569/2014-02;PROJ AMPLI SIST INJEÇÃO ÁGUA CAMPO UBARANA B.POTIGUAR;PETROBRAS;202624,25;;0;;26;O;03/31/14
RESERVA BIOLÓGICA AUGUSTO RUSCHI;0000.00.0191;02001.000263/2007-19;Gasoduto Cacimbas - Catu (GASCAC);TRANSPORTADORA ASSOCIADA DE GÁS S.A.;452512,01;;0;;26;O;03/31/14
RESERVA BIOLÓGICA DA MATA ESCURA;0000.00.0193;02001.000263/2007-19;Gasoduto Cacimbas - Catu (GASCAC);TRANSPORTADORA ASSOCIADA DE GÁS S.A.;452512,01;;0;;26;O;03/31/14
RESERVA BIOLÓGICA DE COMBOIOS;0000.00.0195;02001.000838/2014-22;TESTE DE LONGA DURAÇÃO - POÇO 3 - ESP - 220- RJS - CONCESSÃO ESPADARTE - BACIA DE CAMPOS;PETROBRAS;136995,77;;0;;26;O;03/31/14
RESERVA BIOLÓGICA DE SANTA ISABEL;0000.00.0199;02001.000569/2014-02;PROJ AMPLI SIST INJEÇÃO ÁGUA CAMPO UBARANA B.POTIGUAR;PETROBRAS;202624,25;;0;;26;O;03/31/14
RESERVA BIOLÓGICA DE SOORETAMA;0000.00.0201;02001.000263/2007-19;Gasoduto Cacimbas - Catu (GASCAC);TRANSPORTADORA ASSOCIADA DE GÁS S.A.;452512,01;;0;;26;O;03/31/14
RESERVA BIOLÓGICA DE UNA;0000.00.0202;02001.000263/2007-19;Gasoduto Cacimbas - Catu (GASCAC);TRANSPORTADORA ASSOCIADA DE GÁS S.A.;452512,01;;0;;26;O;03/31/14
RESERVA BIOLÓGICA DE UNA;0000.00.0202;02001.000569/2014-02;PROJ AMPLI SIST INJEÇÃO ÁGUA CAMPO UBARANA B.POTIGUAR;PETROBRAS;202624,25;;0;;26;O;03/31/14
RESERVA BIOLÓGICA ATOL DAS ROCAS;0000.00.0203;02001.000569/2014-02;PROJ AMPLI SIST INJEÇÃO ÁGUA CAMPO UBARANA B.POTIGUAR;PETROBRAS;202624,25;;0;;26;O;03/31/14
RESERVA BIOLÓGICA MARINHA DO ARVOREDO;0000.00.0214;02001.000838/2014-22;TESTE DE LONGA DURAÇÃO - POÇO 3 - ESP - 220- RJS - CONCESSÃO ESPADARTE - BACIA DE CAMPOS;PETROBRAS;136995,77;;0;;26;O;03/31/14
ESTAÇÃO ECOLÓGICA DA GUANABARA;0000.00.0263;02001.000838/2014-22;TESTE DE LONGA DURAÇÃO - POÇO 3 - ESP - 220- RJS - CONCESSÃO ESPADARTE - BACIA DE CAMPOS;PETROBRAS;136995,77;;0;;26;O;03/31/14
ÁREA DE PROTEÇÃO AMBIENTAL DAS DUNAS DE PARACURU;0000.23.0957;02001.000569/2014-02;PROJ AMPLI SIST INJEÇÃO ÁGUA CAMPO UBARANA B.POTIGUAR;PETROBRAS;100000;;0;;26;O;03/31/14
RESERVA DE DESENVOLVIMENTO SUSTENTÁVEL DO UATUMÃ;0000.13.0990;02001.004856/2011-31;LT ORIXIMINA - SILVES - ENG. LECHUGA - MANAUS (LOTE C DO LINHAO TUCURUI).;MANAUS TRANSMISSORA DE ENERGIA S.A;;370000;;6;26;O;03/31/14
PARQUE ESTADUAL MATA DA PIPA;0000.24.1473;02001.000569/2014-02;PROJ AMPLI SIST INJEÇÃO ÁGUA CAMPO UBARANA B.POTIGUAR;PETROBRAS;150000;;0;;26;O;03/31/14
"PARQUE ESTADUAL DUNAS DE NATAL "" JORNALISTA LUIZ MARIA ALVES";0000.24.1475;02001.000569/2014-02;PROJ AMPLI SIST INJEÇÃO ÁGUA CAMPO UBARANA B.POTIGUAR;PETROBRAS;150000;;0;;26;O;03/31/14
PARQUE ESTADUAL DA SERRA DA TIRIRICA;0000.33.1476;02070.000021/2008-92;SISTEMA DE DESENVOLVIMENTO DE PETROLEO NO CAMPO DE FRADE - B. DE CAMPOS;CHEVRON BRASILEIRA DE PETRÓLEO LTDA.;;500000;;1;26;O;03/31/14
PARQUE ESTADUAL DA SERRA DA TIRIRICA;0000.33.1476;02001.000803/2013-11;SISTEMA DE PRODUÇÃO E ESCOAMENTO DE PETRÓLEO E GÁS NATURAL DE TUPI;PETROBRAS;;600000;;1;26;O;03/31/14
PARQUE ESTADUAL DA ILHA GRANDE;0000.33.1477;02001.000803/2013-11;SISTEMA DE PRODUÇÃO E ESCOAMENTO DE PETRÓLEO E GÁS NATURAL DE TUPI;PETROBRAS;;2000000;;1;26;O;03/31/14
RESERVA EXTRATIVISTA PRAINHA DO CANTO VERDE;0000.00.1809;02001.000569/2014-02;PROJ AMPLI SIST INJEÇÃO ÁGUA CAMPO UBARANA B.POTIGUAR;PETROBRAS;502624,25;;0;;26;O;03/31/14
REFúGIO DE VIDA SILVESTRE DO RIO DOS FRADES;0000.00.1813;02001.000569/2014-02;PROJ AMPLI SIST INJEÇÃO ÁGUA CAMPO UBARANA B.POTIGUAR;PETROBRAS;202624,25;;0;;26;O;03/31/14
REFúGIO DE VIDA SILVESTRE DE UNA;0000.00.1880;02001.000263/2007-19;Gasoduto Cacimbas - Catu (GASCAC);TRANSPORTADORA ASSOCIADA DE GÁS S.A.;452512,01;;0;;26;O;03/31/14
REFúGIO DE VIDA SILVESTRE DE UNA;0000.00.1880;02001.000569/2014-02;PROJ AMPLI SIST INJEÇÃO ÁGUA CAMPO UBARANA B.POTIGUAR;PETROBRAS;202624,25;;0;;26;O;03/31/14
REFÚGIO DE VIDA SILVESTRE DE BOA NOVA;0000.00.1907;02001.000263/2007-19;Gasoduto Cacimbas - Catu (GASCAC);TRANSPORTADORA ASSOCIADA DE GÁS S.A.;452512,01;;0;;26;O;03/31/14
PARQUE NACIONAL DA SERRA DAS LONTRAS;0000.00.1909;02001.000263/2007-19;Gasoduto Cacimbas - Catu (GASCAC);TRANSPORTADORA ASSOCIADA DE GÁS S.A.;452512,01;;0;;26;O;03/31/14
PARQUE NACIONAL DO ALTO CARIRI;0000.00.1910;02001.000263/2007-19;Gasoduto Cacimbas - Catu (GASCAC);TRANSPORTADORA ASSOCIADA DE GÁS S.A.;452512,01;;0;;26;O;03/31/14
REFÚGIO DE VIDA SILVESTRE DE SANTA CRUZ;0000.00.1911;02001.000838/2014-22;TESTE DE LONGA DURAÇÃO - POÇO 3 - ESP - 220- RJS - CONCESSÃO ESPADARTE - BACIA DE CAMPOS;PETROBRAS;136995,77;;0;;26;O;03/31/14
PARQUE NATURAL MUNICIPAL DOS CORAIS DE ARMAÇÃO DOS BÚZIOS;0023.33.2050;02001.000838/2014-22;TESTE DE LONGA DURAÇÃO - POÇO 3 - ESP - 220- RJS - CONCESSÃO ESPADARTE - BACIA DE CAMPOS;PETROBRAS;136995,77;;0;;26;O;03/31/14
RESERVA BIOLóGICA DE PINHEIRO GROSSO;0560.31.2953;02001.007904/2012-23;GASODUTO RJ - BH II (GASBEL II);NOVA TRANSPORTADORA DO SUDESTE S/A - NTS;;100000;;3;26;O;03/31/14
ESTAÇÃO ECOLÓGICA DE TAMOIOS;0000.00.0063;02001.008311/2012-84;SIST PRODUÇÃO GÁS E CONDENSADO MEXILHÃO B. SANTOS;PETROBRAS;;2000000;;3;27;O;06/12/14
FLORESTA NACIONAL DE SARACÁ-TAQUERA;0000.00.0109;02001.002438/2013-71;BAUXITA SEIS PLATOS MONTE BRANCO;MINERAÇÃO RIO DO NORTE S.A;;50000;;6;27;O;06/12/14
FLORESTA NACIONAL DE SARACÁ-TAQUERA;0000.00.0109;02001.002435/2013-37;EXPLOTAÇÃO DE BAUXITA-PLATÔS BELA CRUZ.;MINERAÇÃO RIO DO NORTE S.A;;200000;;6;27;O;06/12/14
PARQUE NACIONAL DA CHAPADA DOS GUIMARÃES;0000.00.0138;02001.001944/2013-42;LT PORTO VELHO-ARARAQUARA2-N°01 E ESTAÇÃOES RETIFICADORA CA/CC N°2 E INVERSORA CC/CA N°2;NORTE BRASIL TRANSMISSORA DE ENERGIA;;450000;;3;27;O;06/12/14
PARQUE NACIONAL DA CHAPADA DOS GUIMARÃES;0000.00.0138;02001.001944/2013-42;LT PORTO VELHO-ARARAQUARA2-N°01 E ESTAÇÃOES RETIFICADORA CA/CC N°2 E INVERSORA CC/CA N°2;NORTE BRASIL TRANSMISSORA DE ENERGIA;;3000000;;1;27;O;06/12/14
PARQUE NACIONAL DA CHAPADA DOS GUIMARÃES;0000.00.0138;02001.001290/2012-76;LINHA DE TRANSMISSÃO 500 KV CUIABÁ-RIBEIRÃOZINHO-RIO VERDE;CATXERE TRANSMISSORA DE ENERGIA S.A.;;1087649;;1;27;O;06/12/14
PARQUE NACIONAL DA SERRA DA BOCAINA;0000.00.0142;02001.002589/2014-18;DUTO OCVAP I E II;PETROBRAS;800000;;0;;27;O;06/12/14
PARQUE NACIONAL DA SERRA DA CANASTRA;0000.00.0144;02001.001944/2013-42;LT PORTO VELHO-ARARAQUARA2-N°01 E ESTAÇÃOES RETIFICADORA CA/CC N°2 E INVERSORA CC/CA N°2;NORTE BRASIL TRANSMISSORA DE ENERGIA;;670000;;3;27;O;06/12/14
PARQUE NACIONAL DAS EMAS;0000.00.0155;02001.001944/2013-42;LT PORTO VELHO-ARARAQUARA2-N°01 E ESTAÇÃOES RETIFICADORA CA/CC N°2 E INVERSORA CC/CA N°2;NORTE BRASIL TRANSMISSORA DE ENERGIA;;550000;;3;27;O;06/12/14
PARQUE NACIONAL DAS EMAS;0000.00.0155;02001.001944/2013-42;LT PORTO VELHO-ARARAQUARA2-N°01 E ESTAÇÃOES RETIFICADORA CA/CC N°2 E INVERSORA CC/CA N°2;NORTE BRASIL TRANSMISSORA DE ENERGIA;;300000;;5;27;O;06/12/14
PARQUE NACIONAL DAS EMAS;0000.00.0155;02001.001944/2013-42;LT PORTO VELHO-ARARAQUARA2-N°01 E ESTAÇÃOES RETIFICADORA CA/CC N°2 E INVERSORA CC/CA N°2;NORTE BRASIL TRANSMISSORA DE ENERGIA;;200000;;3;27;O;06/12/14
PARQUE NACIONAL DO SUPERAGUI;0000.00.0178;02001.008311/2012-84;SIST PRODUÇÃO GÁS E CONDENSADO MEXILHÃO B. SANTOS;PETROBRAS;;1000000;;3;27;O;06/12/14
PARQUE NACIONAL MAR. DE FERNANDO DE NORONHA;0000.00.0186;02001.008311/2012-84;SIST PRODUÇÃO GÁS E CONDENSADO MEXILHÃO B. SANTOS;PETROBRAS;;200000;;1;27;O;06/12/14
PARQUE NACIONAL MAR. DE FERNANDO DE NORONHA;0000.00.0186;02001.008311/2012-84;SIST PRODUÇÃO GÁS E CONDENSADO MEXILHÃO B. SANTOS;PETROBRAS;;3000000;;3;27;O;06/12/14
